match_date,kot,round_type,season_round,home_team,away_team,home_position,away_position,underdog,home_score,away_score,referee,stadium,attendance,season
24/08/2019,19:30:00,Regular round,1,Sekzia Ness Ziona,Maccabi Tel Aviv,14,1,Sekzia Ness Ziona,0,2,Daniel Bar Natan,HaMoshava Stadium,5654,2019/2020
25/08/2019,18:00:00,Regular round,1,Hapoel Kfar Saba,Hapoel Haifa,13,4,Hapoel Kfar Saba,0,1,Idan Leiba,HaMoshava Stadium,1917,2019/2020
25/08/2019,19:00:00,Regular round,1,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona,3,12,Ironi Kiryat Shmona,2,1,Eli Hacmon,Bloomfield,3318,2019/2020
25/08/2019,19:15:00,Regular round,1,Beitar Jerusalem,Hapoel Beer Sheva,9,7,Beitar Jerusalem,0,0,Liran Liany,Teddy-Kollek-Stadion,18886,2019/2020
26/08/2019,19:15:00,Regular round,1,Hapoel Tel Aviv,Maccabi Netanya,10,8,Hapoel Tel Aviv,0,0,Eitan Shmuelevic,Bloomfield,18600,2019/2020
31/08/2019,17:00:00,Regular round,2,FC Ashdod,Hapoel Tel Aviv,5,11,Hapoel Tel Aviv,2,1,Erez Papir,Yud-Alef Stadion,3250,2019/2020
31/08/2019,18:00:00,Regular round,2,Maccabi Netanya,Sekzia Ness Ziona,2,14,Sekzia Ness Ziona,3,0,Nael Odeh,Netanya Stadium,4500,2019/2020
31/08/2019,19:30:00,Regular round,2,Hapoel Haifa,Maccabi Haifa,7,4,Hapoel Haifa,0,0,Ziv Adler,Sammy Ofer Stadium,23400,2019/2020
01/09/2019,18:50:00,Regular round,2,Hapoel Beer Sheva,Hapoel Hadera,1,12,Hapoel Hadera,3,0,Igal Frid,Toto Jacob Turner Stadium,11277,2019/2020
01/09/2019,19:00:00,Regular round,2,Hapoel Raanana,Beitar Jerusalem,9,10,Beitar Jerusalem,2,1,Shalom Ben Avraham,HaMoshava Stadium,8000,2019/2020
01/09/2019,19:15:00,Regular round,2,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv,3,6,Bnei Yehuda Tel Aviv,0,0,Roi Reinshreiber,Bloomfield,26513,2019/2020
02/09/2019,19:00:00,Regular round,2,Ironi Kiryat Shmona,Hapoel Kfar Saba,13,8,Ironi Kiryat Shmona,1,3,Gal Leibovitz,Kiryat Shmona Municipal Stadium,500,2019/2020
14/09/2019,17:00:00,Regular round,3,Maccabi Haifa,Ironi Kiryat Shmona,1,14,Ironi Kiryat Shmona,2,0,Idan Leiba,Sammy Ofer Stadium,18124,2019/2020
14/09/2019,18:00:00,Regular round,3,Hapoel Tel Aviv,Sekzia Ness Ziona,11,13,Sekzia Ness Ziona,1,1,David Fucsman,Bloomfield,10400,2019/2020
14/09/2019,18:00:00,Regular round,3,Hapoel Hadera,Hapoel Raanana,8,10,Hapoel Raanana,4,0,Liran Liany,Netanya Stadium,1200,2019/2020
14/09/2019,19:30:00,Regular round,3,Hapoel Kfar Saba,Maccabi Tel Aviv,9,2,Hapoel Kfar Saba,0,1,Ohad Asulin,HaMoshava Stadium,4000,2019/2020
15/09/2019,18:00:00,Regular round,3,Bnei Yehuda Tel Aviv,Maccabi Netanya,7,5,Bnei Yehuda Tel Aviv,0,0,Erez Papir,Bloomfield,3000,2019/2020
15/09/2019,19:15:00,Regular round,3,FC Ashdod,Hapoel Beer Sheva,6,4,FC Ashdod,2,2,Roi Reinshreiber,Yud-Alef Stadion,3400,2019/2020
16/09/2019,19:15:00,Regular round,3,Beitar Jerusalem,Hapoel Haifa,12,3,Beitar Jerusalem,0,2,Daniel Bar Natan,Teddy-Kollek-Stadion,11000,2019/2020
21/09/2019,17:00:00,Regular round,4,Maccabi Netanya,Hapoel Kfar Saba,7,9,Hapoel Kfar Saba,2,2,Shalom Ben Avraham,Netanya Stadium,5300,2019/2020
21/09/2019,18:00:00,Regular round,4,Sekzia Ness Ziona,Bnei Yehuda Tel Aviv,13,3,Sekzia Ness Ziona,0,1,Gal Leibovitz,HaMoshava Stadium,927,2019/2020
21/09/2019,19:30:00,Regular round,4,Ironi Kiryat Shmona,Beitar Jerusalem,14,10,Ironi Kiryat Shmona,0,2,Igal Frid,Kiryat Shmona Municipal Stadium,2600,2019/2020
21/09/2019,19:30:00,Regular round,4,Maccabi Tel Aviv,Maccabi Haifa,1,5,Maccabi Haifa,1,0,Orel Grinfeld,Bloomfield,26234,2019/2020
22/09/2019,18:00:00,Regular round,4,Hapoel Raanana,FC Ashdod,11,8,Hapoel Raanana,1,1,Nael Odeh,HaMoshava Stadium,350,2019/2020
22/09/2019,19:15:00,Regular round,4,Hapoel Haifa,Hapoel Hadera,6,4,Hapoel Haifa,1,2,Eitan Shmuelevic,Sammy Ofer Stadium,3200,2019/2020
23/09/2019,19:15:00,Regular round,4,Hapoel Beer Sheva,Hapoel Tel Aviv,2,12,Hapoel Tel Aviv,3,0,Erez Papir,Toto Jacob Turner Stadium,12287,2019/2020
25/09/2019,18:00:00,Regular round,5,Hapoel Kfar Saba,Sekzia Ness Ziona,9,13,Sekzia Ness Ziona,1,1,Daniel Bar Natan,HaMoshava Stadium,880,2019/2020
25/09/2019,19:15:00,Regular round,5,Maccabi Haifa,Maccabi Netanya,3,8,Maccabi Netanya,3,0,Roi Reinshreiber,Sammy Ofer Stadium,15173,2019/2020
28/09/2019,16:00:00,Regular round,5,Hapoel Hadera,Ironi Kiryat Shmona,5,14,Ironi Kiryat Shmona,2,2,Ziv Adler,Netanya Stadium,1000,2019/2020
28/09/2019,17:00:00,Regular round,5,FC Ashdod,Hapoel Haifa,7,6,FC Ashdod,1,1,David Fucsman,Yud-Alef Stadion,1480,2019/2020
28/09/2019,18:30:00,Regular round,5,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,12,4,Hapoel Tel Aviv,1,1,Eli Hacmon,Bloomfield,11500,2019/2020
28/09/2019,19:30:00,Regular round,5,Beitar Jerusalem,Maccabi Tel Aviv,11,1,Beitar Jerusalem,0,4,Liran Liany,Teddy-Kollek-Stadion,15930,2019/2020
28/09/2019,19:30:00,Regular round,5,Hapoel Beer Sheva,Hapoel Raanana,2,10,Hapoel Raanana,1,0,Ohad Asulin,Toto Jacob Turner Stadium,11477,2019/2020
05/10/2019,17:00:00,Regular round,6,Maccabi Tel Aviv,Hapoel Hadera,2,4,Hapoel Hadera,0,0,Gal Leibovitz,Bloomfield,24829,2019/2020
05/10/2019,18:00:00,Regular round,6,Sekzia Ness Ziona,Maccabi Haifa,14,3,Sekzia Ness Ziona,0,3,Erez Papir,HaMoshava Stadium,10800,2019/2020
05/10/2019,19:30:00,Regular round,6,Hapoel Haifa,Hapoel Beer Sheva,7,1,Hapoel Haifa,0,3,Shalom Ben Avraham,Sammy Ofer Stadium,4600,2019/2020
06/10/2019,18:00:00,Regular round,6,Bnei Yehuda Tel Aviv,Hapoel Kfar Saba,5,6,Hapoel Kfar Saba,0,1,Ziv Adler,Bloomfield,1550,2019/2020
06/10/2019,19:00:00,Regular round,6,Hapoel Raanana,Hapoel Tel Aviv,11,12,Hapoel Tel Aviv,2,2,Idan Leiba,HaMoshava Stadium,2800,2019/2020
06/10/2019,19:15:00,Regular round,6,Maccabi Netanya,Beitar Jerusalem,10,9,Maccabi Netanya,0,3,Orel Grinfeld,Netanya Stadium,7500,2019/2020
07/10/2019,19:00:00,Regular round,6,Ironi Kiryat Shmona,FC Ashdod,13,8,Ironi Kiryat Shmona,2,0,Eitan Shmuelevic,Kiryat Shmona Municipal Stadium,580,2019/2020
19/10/2019,16:30:00,Regular round,7,Hapoel Beer Sheva,Ironi Kiryat Shmona,1,13,Ironi Kiryat Shmona,2,1,David Fucsman,Toto Jacob Turner Stadium,11581,2019/2020
19/10/2019,17:00:00,Regular round,7,Hapoel Tel Aviv,Hapoel Kfar Saba,10,8,Hapoel Tel Aviv,2,1,Gal Leibovitz,Bloomfield,10000,2019/2020
19/10/2019,18:00:00,Regular round,7,Hapoel Hadera,Maccabi Netanya,4,11,Maccabi Netanya,1,0,Daniel Bar Natan,Netanya Stadium,3000,2019/2020
19/10/2019,19:15:00,Regular round,7,Sekzia Ness Ziona,Beitar Jerusalem,14,5,Sekzia Ness Ziona,0,4,Eli Hacmon,HaMoshava Stadium,6979,2019/2020
21/10/2019,17:00:00,Regular round,7,Hapoel Raanana,Hapoel Haifa,12,7,Hapoel Raanana,0,0,Nael Odeh,HaMoshava Stadium,1200,2019/2020
21/10/2019,19:00:00,Regular round,7,FC Ashdod,Maccabi Tel Aviv,9,2,FC Ashdod,0,1,Igal Frid,Yud-Alef Stadion,5090,2019/2020
21/10/2019,19:15:00,Regular round,7,Maccabi Haifa,Bnei Yehuda Tel Aviv,3,6,Bnei Yehuda Tel Aviv,1,1,Liran Liany,Sammy Ofer Stadium,24277,2019/2020
26/10/2019,15:00:00,Regular round,8,Hapoel Haifa,Hapoel Tel Aviv,6,11,Hapoel Tel Aviv,3,0,Liran Liany,Sammy Ofer Stadium,6102,2019/2020
26/10/2019,17:00:00,Regular round,8,Ironi Kiryat Shmona,Hapoel Raanana,10,12,Hapoel Raanana,2,1,Igal Frid,Kiryat Shmona Municipal Stadium,500,2019/2020
26/10/2019,18:30:00,Regular round,8,Maccabi Netanya,FC Ashdod,13,7,Maccabi Netanya,2,4,Shalom Ben Avraham,Netanya Stadium,3400,2019/2020
26/10/2019,19:30:00,Regular round,8,Hapoel Kfar Saba,Maccabi Haifa,9,2,Hapoel Kfar Saba,0,3,Eitan Shmuelevic,HaMoshava Stadium,7000,2019/2020
27/10/2019,18:00:00,Regular round,8,Sekzia Ness Ziona,Hapoel Hadera,14,5,Sekzia Ness Ziona,2,2,Ohad Asulin,HaMoshava Stadium,532,2019/2020
27/10/2019,19:15:00,Regular round,8,Bnei Yehuda Tel Aviv,Beitar Jerusalem,8,4,Bnei Yehuda Tel Aviv,0,2,Roi Reinshreiber,Bloomfield,9000,2019/2020
28/10/2019,19:15:00,Regular round,8,Maccabi Tel Aviv,Hapoel Beer Sheva,1,3,Hapoel Beer Sheva,2,0,Ziv Adler,Bloomfield,27566,2019/2020
02/11/2019,14:00:00,Regular round,9,Hapoel Haifa,Ironi Kiryat Shmona,5,10,Ironi Kiryat Shmona,2,1,Orel Grinfeld,Sammy Ofer Stadium,3270,2019/2020
02/11/2019,16:30:00,Regular round,9,Hapoel Raanana,Maccabi Tel Aviv,12,1,Hapoel Raanana,0,2,David Fucsman,HaMoshava Stadium,7500,2019/2020
02/11/2019,17:30:00,Regular round,9,Hapoel Hadera,Bnei Yehuda Tel Aviv,6,8,Bnei Yehuda Tel Aviv,0,0,Igal Frid,Netanya Stadium,1500,2019/2020
02/11/2019,18:50:00,Regular round,9,Beitar Jerusalem,Hapoel Kfar Saba,4,9,Hapoel Kfar Saba,1,0,Erez Papir,Teddy-Kollek-Stadion,11000,2019/2020
03/11/2019,18:00:00,Regular round,9,FC Ashdod,Sekzia Ness Ziona,7,14,Sekzia Ness Ziona,2,2,Idan Leiba,Yud-Alef Stadion,932,2019/2020
03/11/2019,19:15:00,Regular round,9,Hapoel Beer Sheva,Maccabi Netanya,3,13,Maccabi Netanya,2,0,Gal Leibovitz,Toto Jacob Turner Stadium,11275,2019/2020
04/11/2019,19:15:00,Regular round,9,Hapoel Tel Aviv,Maccabi Haifa,11,2,Hapoel Tel Aviv,1,2,Daniel Bar Natan,Bloomfield,19000,2019/2020
09/11/2019,14:00:00,Regular round,10,Ironi Kiryat Shmona,Hapoel Tel Aviv,12,9,Ironi Kiryat Shmona,0,1,Ziv Adler,Kiryat Shmona Municipal Stadium,3600,2019/2020
09/11/2019,16:30:00,Regular round,10,Sekzia Ness Ziona,Hapoel Beer Sheva,13,3,Sekzia Ness Ziona,2,1,Eitan Shmuelevic,HaMoshava Stadium,3872,2019/2020
09/11/2019,17:30:00,Regular round,10,Maccabi Netanya,Hapoel Raanana,11,14,Hapoel Raanana,1,0,Liran Liany,Netanya Stadium,5200,2019/2020
09/11/2019,18:15:00,Regular round,10,Maccabi Tel Aviv,Hapoel Haifa,1,6,Hapoel Haifa,3,0,Eli Hacmon,Bloomfield,23125,2019/2020
10/11/2019,19:00:00,Regular round,10,Hapoel Kfar Saba,Hapoel Hadera,10,5,Hapoel Kfar Saba,0,0,Roi Reinshreiber,HaMoshava Stadium,1400,2019/2020
10/11/2019,19:15:00,Regular round,10,Bnei Yehuda Tel Aviv,FC Ashdod,7,8,FC Ashdod,2,0,Ohad Asulin,Bloomfield,1300,2019/2020
10/11/2019,19:15:00,Regular round,10,Maccabi Haifa,Beitar Jerusalem,2,4,Beitar Jerusalem,3,1,David Fucsman,Sammy Ofer Stadium,30000,2019/2020
30/11/2019,14:00:00,Regular round,11,Hapoel Raanana,Sekzia Ness Ziona,14,12,Hapoel Raanana,0,0,Igal Frid,HaMoshava Stadium,700,2019/2020
30/11/2019,14:00:00,Regular round,11,Hapoel Haifa,Maccabi Netanya,7,9,Maccabi Netanya,1,3,Erez Papir,Sammy Ofer Stadium,4600,2019/2020
30/11/2019,16:30:00,Regular round,11,Ironi Kiryat Shmona,Maccabi Tel Aviv,13,1,Ironi Kiryat Shmona,0,1,Daniel Bar Natan,Kiryat Shmona Municipal Stadium,4259,2019/2020
30/11/2019,17:00:00,Regular round,11,FC Ashdod,Hapoel Kfar Saba,8,10,Hapoel Kfar Saba,0,0,Ziv Adler,Yud-Alef Stadion,966,2019/2020
30/11/2019,18:50:00,Regular round,11,Hapoel Beer Sheva,Bnei Yehuda Tel Aviv,3,5,Bnei Yehuda Tel Aviv,1,2,Idan Leiba,Toto Jacob Turner Stadium,11460,2019/2020
01/12/2019,19:00:00,Regular round,11,Hapoel Hadera,Maccabi Haifa,6,2,Hapoel Hadera,0,3,Eli Hacmon,Netanya Stadium,8500,2019/2020
01/12/2019,19:15:00,Regular round,11,Hapoel Tel Aviv,Beitar Jerusalem,11,4,Hapoel Tel Aviv,0,1,Gal Leibovitz,Bloomfield,19100,2019/2020
03/12/2019,18:00:00,Regular round,12,Bnei Yehuda Tel Aviv,Hapoel Raanana,5,12,Hapoel Raanana,1,1,Eitan Shmuelevic,Bloomfield,1200,2019/2020
03/12/2019,18:45:00,Regular round,12,Maccabi Netanya,Ironi Kiryat Shmona,8,14,Ironi Kiryat Shmona,1,0,Roi Reinshreiber,Netanya Stadium,4500,2019/2020
03/12/2019,19:15:00,Regular round,12,Hapoel Kfar Saba,Hapoel Beer Sheva,10,3,Hapoel Kfar Saba,0,1,David Fucsman,HaMoshava Stadium,1800,2019/2020
04/12/2019,18:00:00,Regular round,12,Sekzia Ness Ziona,Hapoel Haifa,13,6,Sekzia Ness Ziona,1,2,Ziv Adler,HaMoshava Stadium,493,2019/2020
04/12/2019,19:00:00,Regular round,12,Beitar Jerusalem,Hapoel Hadera,4,7,Hapoel Hadera,2,0,Idan Leiba,Teddy-Kollek-Stadion,7450,2019/2020
04/12/2019,19:10:00,Regular round,12,Maccabi Haifa,FC Ashdod,2,9,FC Ashdod,3,3,Snir Levi,Sammy Ofer Stadium,16157,2019/2020
04/12/2019,19:15:00,Regular round,12,Hapoel Tel Aviv,Maccabi Tel Aviv,11,1,Hapoel Tel Aviv,0,3,Orel Grinfeld,Bloomfield,22000,2019/2020
07/12/2019,14:00:00,Regular round,13,Hapoel Raanana,Hapoel Kfar Saba,13,11,Hapoel Raanana,1,1,Orel Grinfeld,HaMoshava Stadium,800,2019/2020
07/12/2019,16:30:00,Regular round,13,Hapoel Haifa,Bnei Yehuda Tel Aviv,5,6,Bnei Yehuda Tel Aviv,3,0,Aviad Shiloah,Sammy Ofer Stadium,3050,2019/2020
07/12/2019,17:30:00,Regular round,13,Ironi Kiryat Shmona,Sekzia Ness Ziona,12,14,Sekzia Ness Ziona,1,0,Ohad Asulin,Kiryat Shmona Municipal Stadium,250,2019/2020
07/12/2019,18:50:00,Regular round,13,Maccabi Tel Aviv,Maccabi Netanya,1,7,Maccabi Netanya,0,0,Gal Leibovitz,Bloomfield,21519,2019/2020
08/12/2019,18:45:00,Regular round,13,Hapoel Hadera,Hapoel Tel Aviv,8,10,Hapoel Tel Aviv,0,1,Shalom Ben Avraham,Netanya Stadium,2100,2019/2020
08/12/2019,19:15:00,Regular round,13,FC Ashdod,Beitar Jerusalem,9,4,FC Ashdod,2,2,Liran Liany,Yud-Alef Stadion,3457,2019/2020
09/12/2019,19:15:00,Regular round,13,Hapoel Beer Sheva,Maccabi Haifa,3,2,Hapoel Beer Sheva,0,2,Roi Reinshreiber,Toto Jacob Turner Stadium,14297,2019/2020
14/12/2019,14:00:00,Regular round,14,Maccabi Tel Aviv,Sekzia Ness Ziona,1,14,Sekzia Ness Ziona,1,1,Eli Hacmon,Bloomfield,21187,2019/2020
14/12/2019,16:30:00,Regular round,14,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv,11,8,Ironi Kiryat Shmona,2,1,Erez Papir,Kiryat Shmona Municipal Stadium,1063,2019/2020
14/12/2019,17:30:00,Regular round,14,Hapoel Haifa,Hapoel Kfar Saba,5,9,Hapoel Kfar Saba,0,2,Nael Odeh,Sammy Ofer Stadium,3030,2019/2020
14/12/2019,18:50:00,Regular round,14,Hapoel Raanana,Maccabi Haifa,13,2,Hapoel Raanana,0,0,Gal Leibovitz,HaMoshava Stadium,7512,2019/2020
15/12/2019,18:00:00,Regular round,14,FC Ashdod,Hapoel Hadera,10,7,FC Ashdod,0,2,Daniel Bar Natan,Yud-Alef Stadion,703,2019/2020
15/12/2019,19:15:00,Regular round,14,Maccabi Netanya,Hapoel Tel Aviv,6,12,Hapoel Tel Aviv,4,0,Liran Liany,Netanya Stadium,6500,2019/2020
16/12/2019,19:15:00,Regular round,14,Hapoel Beer Sheva,Beitar Jerusalem,4,3,Hapoel Beer Sheva,0,1,Orel Grinfeld,Toto Jacob Turner Stadium,13350,2019/2020
24/12/2019,19:00:00,Regular round,15,Hapoel Kfar Saba,Ironi Kiryat Shmona,11,9,Hapoel Kfar Saba,0,3,Shalom Ben Avraham,HaMoshava Stadium,715,2019/2020
24/12/2019,19:30:00,Regular round,15,Hapoel Hadera,Hapoel Beer Sheva,7,4,Hapoel Hadera,0,1,Aviad Shiloah,Netanya Stadium,1128,2019/2020
24/12/2019,20:15:00,Regular round,15,Maccabi Haifa,Hapoel Haifa,2,5,Hapoel Haifa,3,0,Liran Liany,Sammy Ofer Stadium,28177,2019/2020
24/12/2019,20:15:00,Regular round,15,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv,8,1,Bnei Yehuda Tel Aviv,0,3,Igal Frid,Bloomfield,6200,2019/2020
25/12/2019,19:00:00,Regular round,15,Sekzia Ness Ziona,Maccabi Netanya,13,6,Sekzia Ness Ziona,1,0,Snir Levi,HaMoshava Stadium,997,2019/2020
25/12/2019,19:30:00,Regular round,15,Hapoel Tel Aviv,FC Ashdod,12,10,Hapoel Tel Aviv,0,0,Eitan Shmuelevic,Bloomfield,3432,2019/2020
25/12/2019,20:15:00,Regular round,15,Beitar Jerusalem,Hapoel Raanana,3,14,Hapoel Raanana,2,0,Roi Reinshreiber,Teddy-Kollek-Stadion,5000,2019/2020
28/12/2019,15:00:00,Regular round,16,Maccabi Tel Aviv,Hapoel Kfar Saba,1,12,Hapoel Kfar Saba,4,0,Idan Leiba,Bloomfield,9459,2019/2020
28/12/2019,17:30:00,Regular round,16,Ironi Kiryat Shmona,Maccabi Haifa,10,2,Ironi Kiryat Shmona,1,2,Orel Grinfeld,Kiryat Shmona Municipal Stadium,2249,2019/2020
28/12/2019,18:30:00,Regular round,16,Hapoel Raanana,Hapoel Hadera,14,7,Hapoel Raanana,1,1,Igal Frid,HaMoshava Stadium,350,2019/2020
28/12/2019,19:50:00,Regular round,16,Hapoel Beer Sheva,FC Ashdod,4,11,FC Ashdod,2,1,Erez Papir,Toto Jacob Turner Stadium,9218,2019/2020
29/12/2019,19:00:00,Regular round,16,Maccabi Netanya,Bnei Yehuda Tel Aviv,8,5,Maccabi Netanya,0,3,Eli Hacmon,Netanya Stadium,4100,2019/2020
29/12/2019,20:15:00,Regular round,16,Sekzia Ness Ziona,Hapoel Tel Aviv,13,9,Sekzia Ness Ziona,0,1,Daniel Bar Natan,HaMoshava Stadium,2291,2019/2020
30/12/2019,20:15:00,Regular round,16,Hapoel Haifa,Beitar Jerusalem,6,3,Hapoel Haifa,1,4,David Fucsman,Sammy Ofer Stadium,6156,2019/2020
04/01/2020,17:30:00,Regular round,17,Hapoel Kfar Saba,Maccabi Netanya,13,6,Hapoel Kfar Saba,1,2,Ohad Asulin,HaMoshava Stadium,1201,2019/2020
04/01/2020,18:30:00,Regular round,17,Hapoel Hadera,Hapoel Haifa,5,8,Hapoel Haifa,2,0,Eitan Shmuelevic,Netanya Stadium,766,2019/2020
04/01/2020,19:50:00,Regular round,17,Beitar Jerusalem,Ironi Kiryat Shmona,3,11,Ironi Kiryat Shmona,2,2,Igal Frid,Teddy-Kollek-Stadion,6000,2019/2020
05/01/2020,19:00:00,Regular round,17,FC Ashdod,Hapoel Raanana,10,14,Hapoel Raanana,3,0,Shalom Ben Avraham,Yud-Alef Stadion,623,2019/2020
05/01/2020,20:15:00,Regular round,17,Hapoel Tel Aviv,Hapoel Beer Sheva,9,4,Hapoel Tel Aviv,1,0,Ziv Adler,Netanya Stadium,4550,2019/2020
06/01/2020,18:00:00,Regular round,17,Bnei Yehuda Tel Aviv,Sekzia Ness Ziona,7,12,Sekzia Ness Ziona,1,2,Nael Odeh,Bloomfield,700,2019/2020
06/01/2020,20:15:00,Regular round,17,Maccabi Haifa,Maccabi Tel Aviv,2,1,Maccabi Haifa,3,4,Liran Liany,Sammy Ofer Stadium,30820,2019/2020
11/01/2020,14:00:00,Regular round,18,Hapoel Haifa,FC Ashdod,6,10,FC Ashdod,1,0,Sapir Berman,Sammy Ofer Stadium,1908,2019/2020
11/01/2020,16:30:00,Regular round,18,Hapoel Raanana,Hapoel Beer Sheva,14,4,Hapoel Raanana,2,1,David Fucsman,HaMoshava Stadium,1800,2019/2020
11/01/2020,17:30:00,Regular round,18,Ironi Kiryat Shmona,Hapoel Hadera,11,5,Ironi Kiryat Shmona,0,1,Snir Levi,Kiryat Shmona Municipal Stadium,700,2019/2020
11/01/2020,18:50:00,Regular round,18,Maccabi Netanya,Maccabi Haifa,8,2,Maccabi Netanya,0,2,Daniel Bar Natan,Netanya Stadium,9364,2019/2020
12/01/2020,18:00:00,Regular round,18,Sekzia Ness Ziona,Hapoel Kfar Saba,13,12,Sekzia Ness Ziona,0,1,Erez Papir,HaMoshava Stadium,585,2019/2020
12/01/2020,19:15:00,Regular round,18,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv,9,7,Bnei Yehuda Tel Aviv,1,2,Gal Leibovitz,Bloomfield,4500,2019/2020
13/01/2020,20:15:00,Regular round,18,Maccabi Tel Aviv,Beitar Jerusalem,1,3,Beitar Jerusalem,0,0,Eli Hacmon,Sammy Ofer Stadium,20448,2019/2020
18/01/2020,14:00:00,Regular round,19,FC Ashdod,Ironi Kiryat Shmona,10,11,Ironi Kiryat Shmona,1,0,Liran Liany,Yud-Alef Stadion,450,2019/2020
18/01/2020,17:30:00,Regular round,19,Maccabi Haifa,Sekzia Ness Ziona,2,13,Sekzia Ness Ziona,4,0,Eitan Shmuelevic,Sammy Ofer Stadium,18253,2019/2020
18/01/2020,18:50:00,Regular round,19,Hapoel Hadera,Maccabi Tel Aviv,6,1,Hapoel Hadera,0,3,Shalom Ben Avraham,Netanya Stadium,4536,2019/2020
19/01/2020,19:15:00,Regular round,19,Hapoel Tel Aviv,Hapoel Raanana,5,14,Hapoel Raanana,3,1,Idan Leiba,Netanya Stadium,4430,2019/2020
20/01/2020,18:00:00,Regular round,19,Hapoel Kfar Saba,Bnei Yehuda Tel Aviv,12,7,Hapoel Kfar Saba,0,1,Roi Reinshreiber,HaMoshava Stadium,1032,2019/2020
20/01/2020,19:00:00,Regular round,19,Hapoel Beer Sheva,Hapoel Haifa,4,8,Hapoel Haifa,1,0,Igal Frid,Toto Jacob Turner Stadium,8651,2019/2020
20/01/2020,19:15:00,Regular round,19,Beitar Jerusalem,Maccabi Netanya,3,9,Maccabi Netanya,3,1,Ziv Adler,Teddy-Kollek-Stadion,6000,2019/2020
25/01/2020,14:00:00,Regular round,20,Hapoel Kfar Saba,Hapoel Tel Aviv,12,5,Hapoel Kfar Saba,1,2,Eli Hacmon,HaMoshava Stadium,7543,2019/2020
25/01/2020,16:30:00,Regular round,20,Ironi Kiryat Shmona,Hapoel Beer Sheva,11,4,Ironi Kiryat Shmona,0,0,Shalom Ben Avraham,Kiryat Shmona Municipal Stadium,1500,2019/2020
25/01/2020,17:30:00,Regular round,20,Hapoel Haifa,Hapoel Raanana,8,13,Hapoel Raanana,2,2,Liran Liany,Sammy Ofer Stadium,1920,2019/2020
25/01/2020,18:50:00,Regular round,20,Maccabi Tel Aviv,FC Ashdod,1,10,FC Ashdod,2,0,Nael Odeh,Bloomfield,15942,2019/2020
26/01/2020,18:00:00,Regular round,20,Maccabi Netanya,Hapoel Hadera,7,6,Maccabi Netanya,1,0,Gal Leibovitz,Netanya Stadium,3694,2019/2020
26/01/2020,19:15:00,Regular round,20,Beitar Jerusalem,Sekzia Ness Ziona,3,14,Sekzia Ness Ziona,1,0,Ohad Asulin,Teddy-Kollek-Stadion,7800,2019/2020
27/01/2020,19:15:00,Regular round,20,Bnei Yehuda Tel Aviv,Maccabi Haifa,9,2,Bnei Yehuda Tel Aviv,1,3,Erez Papir,Bloomfield,9000,2019/2020
29/01/2020,18:00:00,Regular round,21,Hapoel Raanana,Ironi Kiryat Shmona,13,12,Hapoel Raanana,1,1,Gal Leibovitz,HaMoshava Stadium,450,2019/2020
29/01/2020,19:15:00,Regular round,21,Hapoel Beer Sheva,Maccabi Tel Aviv,4,1,Hapoel Beer Sheva,1,1,Eitan Shmuelevic,Toto Jacob Turner Stadium,13193,2019/2020
01/02/2020,14:00:00,Regular round,21,FC Ashdod,Maccabi Netanya,10,9,FC Ashdod,0,0,Snir Levi,Yud-Alef Stadion,1391,2019/2020
01/02/2020,16:30:00,Regular round,21,Maccabi Haifa,Hapoel Kfar Saba,2,11,Hapoel Kfar Saba,0,1,David Fucsman,Sammy Ofer Stadium,19979,2019/2020
01/02/2020,17:30:00,Regular round,21,Hapoel Hadera,Sekzia Ness Ziona,6,14,Sekzia Ness Ziona,1,0,Roi Reinshreiber,Netanya Stadium,1280,2019/2020
01/02/2020,18:50:00,Regular round,21,Hapoel Tel Aviv,Hapoel Haifa,5,7,Hapoel Haifa,0,1,Ziv Adler,Bloomfield,10346,2019/2020
02/02/2020,19:15:00,Regular round,21,Beitar Jerusalem,Bnei Yehuda Tel Aviv,3,8,Bnei Yehuda Tel Aviv,1,3,Orel Grinfeld,Teddy-Kollek-Stadion,9500,2019/2020
03/02/2020,19:15:00,Regular round,22,Maccabi Tel Aviv,Hapoel Raanana,1,13,Hapoel Raanana,2,1,Igal Frid,Bloomfield,15462,2019/2020
04/02/2020,18:00:00,Regular round,22,Sekzia Ness Ziona,FC Ashdod,14,10,Sekzia Ness Ziona,0,2,Aviad Shiloah,HaMoshava Stadium,180,2019/2020
04/02/2020,18:00:00,Regular round,22,Ironi Kiryat Shmona,Hapoel Haifa,12,6,Ironi Kiryat Shmona,1,2,Erez Papir,Kiryat Shmona Municipal Stadium,600,2019/2020
04/02/2020,19:15:00,Regular round,22,Maccabi Haifa,Hapoel Tel Aviv,2,7,Hapoel Tel Aviv,5,0,Shalom Ben Avraham,Sammy Ofer Stadium,21594,2019/2020
05/02/2020,18:00:00,Regular round,22,Bnei Yehuda Tel Aviv,Hapoel Hadera,8,5,Bnei Yehuda Tel Aviv,0,1,Ohad Asulin,Bloomfield,1400,2019/2020
