League,TeamA,TeamB,posTeamA,posTeamB,rounds,matchDate,matchHour,scoreTeamA,scoreTeamB,stadium,attendance,referee,underdog,Season_Year
Bundesliga,Borussia Mönchengladbach,Bayern Munich,4,2,24,02/03/2019,18:30:00,1,5,Stadion im Borussia-Park,54.022,Felix Zwayer,Borussia Mönchengladbach,2018
Bundesliga,VfB Stuttgart,Hannover 96,16,17,24,03/03/2019,15:30:00,5,1,Mercedes-Benz Arena,55.781,Bastian Dankert,Hannover 96,2018
Bundesliga,VfL Wolfsburg,SV Werder Bremen,7,10,24,03/03/2019,18:00:00,1,1,Volkswagen Arena,28.101,Daniel Siebert,SV Werder Bremen,2018
Bundesliga,SV Werder Bremen,FC Schalke 04,9,14,25,08/03/2019,20:30:00,4,2,Wohninvest-Weserstadion,42.1,Martin Petersen,FC Schalke 04,2018
Bundesliga,Bayern Munich,VfL Wolfsburg,1,7,25,09/03/2019,15:30:00,6,0,Allianz Arena,75,Sascha Stegemann,VfL Wolfsburg,2018
Bundesliga,Borussia Dortmund,VfB Stuttgart,2,16,25,09/03/2019,15:30:00,3,1,SIGNAL IDUNA PARK,81.365,Benjamin Cortus,VfB Stuttgart,2018
Bundesliga,RB Leipzig,FC Augsburg,3,15,25,09/03/2019,15:30:00,0,0,Red Bull Arena,38.59,Sven Jablonski,FC Augsburg,2018
Bundesliga,SC Freiburg,Hertha BSC,12,10,25,09/03/2019,15:30:00,2,1,Dreisamstadion,24,Robert Schröder,SC Freiburg,2018
Bundesliga,1.FSV Mainz 05,Borussia Mönchengladbach,13,4,25,09/03/2019,18:30:00,0,1,Mewa Arena,30.405,Markus Schmidt,1.FSV Mainz 05,2018
Bundesliga,TSG 1899 Hoffenheim,1.FC Nuremberg,8,18,25,10/03/2019,15:30:00,2,1,PreZero Arena,29.015,Christian Dingert,1.FC Nuremberg,2018
Bundesliga,Hannover 96,Bayer 04 Leverkusen,17,6,25,10/03/2019,18:00:00,2,3,Heinz-von-Heiden-Arena,33.8,Sören Storks,Hannover 96,2018
Bundesliga,Fortuna Düsseldorf,Eintracht Frankfurt,11,5,25,11/03/2019,20:30:00,0,3,MERKUR SPIEL-ARENA,41.419,Robert Hartmann,Fortuna Düsseldorf,2018
Bundesliga,Borussia Mönchengladbach,SC Freiburg,4,11,26,15/03/2019,20:30:00,1,1,Stadion im Borussia-Park,46.832,Dr. Robert Kampka,SC Freiburg,2018
Bundesliga,FC Schalke 04,RB Leipzig,15,3,26,16/03/2019,15:30:00,0,1,Veltins-Arena,59.913,Guido Winkmann,FC Schalke 04,2018
Bundesliga,VfB Stuttgart,TSG 1899 Hoffenheim,16,9,26,16/03/2019,15:30:00,1,1,Mercedes-Benz Arena,56.743,Felix Zwayer,VfB Stuttgart,2018
Bundesliga,FC Augsburg,Hannover 96,14,17,26,16/03/2019,15:30:00,3,1,WWK ARENA,28,Manuel Gräfe,Hannover 96,2018
Bundesliga,VfL Wolfsburg,Fortuna Düsseldorf,7,12,26,16/03/2019,15:30:00,5,2,Volkswagen Arena,25.35,Bastian Dankert,Fortuna Düsseldorf,2018
Bundesliga,Hertha BSC,Borussia Dortmund,10,2,26,16/03/2019,18:30:00,2,3,Olympiastadion Berlin,74.667,Tobias Welz,Hertha BSC,2018
Bundesliga,Bayer 04 Leverkusen,SV Werder Bremen,6,8,26,17/03/2019,13:30:00,1,3,BayArena,30.21,Deniz Aytekin,SV Werder Bremen,2018
Bundesliga,Eintracht Frankfurt,1.FC Nuremberg,5,18,26,17/03/2019,15:30:00,1,0,Commerzbank Arena,51.5,Bibiana Steinhaus-Webb,1.FC Nuremberg,2018
Bundesliga,Bayern Munich,1.FSV Mainz 05,1,13,26,17/03/2019,18:00:00,6,0,Allianz Arena,75,Frank Willenborg,1.FSV Mainz 05,2018
Bundesliga,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,9,7,27,29/03/2019,20:30:00,4,1,PreZero Arena,28.35,Harm Osmers,TSG 1899 Hoffenheim,2018
Bundesliga,Borussia Dortmund,VfL Wolfsburg,1,8,27,30/03/2019,15:30:00,2,0,SIGNAL IDUNA PARK,81.365,Markus Schmidt,VfL Wolfsburg,2018
Bundesliga,SV Werder Bremen,1.FSV Mainz 05,6,13,27,30/03/2019,15:30:00,3,1,Wohninvest-Weserstadion,40.711,Marco Fritz,1.FSV Mainz 05,2018
Bundesliga,SC Freiburg,Bayern Munich,12,2,27,30/03/2019,15:30:00,1,1,Dreisamstadion,24,Christian Dingert,SC Freiburg,2018
Bundesliga,Fortuna Düsseldorf,Borussia Mönchengladbach,11,5,27,30/03/2019,15:30:00,3,1,MERKUR SPIEL-ARENA,52,Tobias Stieler,Fortuna Düsseldorf,2018
Bundesliga,1.FC Nuremberg,FC Augsburg,17,15,27,30/03/2019,15:30:00,3,0,Max-Morlock-Stadion,42.658,Daniel Siebert,1.FC Nuremberg,2018
Bundesliga,RB Leipzig,Hertha BSC,3,10,27,30/03/2019,18:30:00,5,0,Red Bull Arena,41.939,Sören Storks,Hertha BSC,2018
Bundesliga,Hannover 96,FC Schalke 04,18,14,27,31/03/2019,15:30:00,0,1,Heinz-von-Heiden-Arena,44.5,Sven Jablonski,Hannover 96,2018
Bundesliga,Eintracht Frankfurt,VfB Stuttgart,4,16,27,31/03/2019,18:00:00,3,0,Commerzbank Arena,51.5,Dr. Felix Brych,VfB Stuttgart,2018
Bundesliga,1.FSV Mainz 05,SC Freiburg,12,13,28,05/04/2019,20:30:00,5,0,Mewa Arena,27.305,Sven Jablonski,SC Freiburg,2018
Bundesliga,FC Schalke 04,Eintracht Frankfurt,14,4,28,06/04/2019,15:30:00,1,2,Veltins-Arena,61.842,Sascha Stegemann,FC Schalke 04,2018
Bundesliga,Bayer 04 Leverkusen,RB Leipzig,9,3,28,06/04/2019,15:30:00,2,4,BayArena,28.845,Tobias Welz,Bayer 04 Leverkusen,2018
Bundesliga,VfB Stuttgart,1.FC Nuremberg,16,17,28,06/04/2019,15:30:00,1,1,Mercedes-Benz Arena,58.757,Frank Willenborg,1.FC Nuremberg,2018
Bundesliga,Hertha BSC,Fortuna Düsseldorf,11,10,28,06/04/2019,15:30:00,1,2,Olympiastadion Berlin,51.604,Christian Dingert,Hertha BSC,2018
Bundesliga,VfL Wolfsburg,Hannover 96,6,18,28,06/04/2019,15:30:00,3,1,Volkswagen Arena,23.512,Benjamin Cortus,Hannover 96,2018
Bundesliga,Bayern Munich,Borussia Dortmund,1,2,28,06/04/2019,18:30:00,5,0,Allianz Arena,75,Manuel Gräfe,Borussia Dortmund,2018
Bundesliga,FC Augsburg,TSG 1899 Hoffenheim,15,7,28,07/04/2019,15:30:00,0,4,WWK ARENA,27.552,Robert Schröder,FC Augsburg,2018
Bundesliga,Borussia Mönchengladbach,SV Werder Bremen,5,8,28,07/04/2019,18:00:00,1,1,Stadion im Borussia-Park,54.022,Daniel Schlager,SV Werder Bremen,2018
Bundesliga,1.FC Nuremberg,FC Schalke 04,17,15,29,12/04/2019,20:30:00,1,1,Max-Morlock-Stadion,50,Dr. Robert Kampka,1.FC Nuremberg,2018
Bundesliga,RB Leipzig,VfL Wolfsburg,3,9,29,13/04/2019,15:30:00,2,0,Red Bull Arena,41.212,Daniel Siebert,VfL Wolfsburg,2018
Bundesliga,VfB Stuttgart,Bayer 04 Leverkusen,16,8,29,13/04/2019,15:30:00,0,1,Mercedes-Benz Arena,53.657,Tobias Stieler,VfB Stuttgart,2018
Bundesliga,SV Werder Bremen,SC Freiburg,7,13,29,13/04/2019,15:30:00,2,1,Wohninvest-Weserstadion,42.1,Bibiana Steinhaus-Webb,SC Freiburg,2018
Bundesliga,Hannover 96,Borussia Mönchengladbach,18,5,29,13/04/2019,15:30:00,0,1,Heinz-von-Heiden-Arena,40.2,Dr. Felix Brych,Hannover 96,2018
Bundesliga,Borussia Dortmund,1.FSV Mainz 05,2,12,29,13/04/2019,18:30:00,2,1,SIGNAL IDUNA PARK,81.365,Deniz Aytekin,1.FSV Mainz 05,2018
Bundesliga,TSG 1899 Hoffenheim,Hertha BSC,6,11,29,14/04/2019,13:30:00,2,0,PreZero Arena,28.01,Martin Petersen,Hertha BSC,2018
Bundesliga,Fortuna Düsseldorf,Bayern Munich,10,1,29,14/04/2019,15:30:00,1,4,MERKUR SPIEL-ARENA,53.4,Felix Zwayer,Fortuna Düsseldorf,2018
Bundesliga,Eintracht Frankfurt,FC Augsburg,4,14,29,14/04/2019,18:00:00,1,3,Commerzbank Arena,51,Bastian Dankert,FC Augsburg,2018
Bundesliga,FC Augsburg,VfB Stuttgart,14,16,30,20/04/2019,15:30:00,6,0,WWK ARENA,30.66,Manuel Gräfe,VfB Stuttgart,2018
Bundesliga,1.FSV Mainz 05,Fortuna Düsseldorf,12,10,30,20/04/2019,15:30:00,3,1,Mewa Arena,29.205,Markus Schmidt,1.FSV Mainz 05,2018
Bundesliga,Bayern Munich,SV Werder Bremen,1,8,30,20/04/2019,15:30:00,1,0,Allianz Arena,75,Tobias Welz,SV Werder Bremen,2018
Bundesliga,Bayer 04 Leverkusen,1.FC Nuremberg,7,17,30,20/04/2019,15:30:00,2,0,BayArena,26.4,Guido Winkmann,1.FC Nuremberg,2018
Bundesliga,Borussia Mönchengladbach,RB Leipzig,5,3,30,20/04/2019,18:30:00,1,2,Stadion im Borussia-Park,51.757,Harm Osmers,Borussia Mönchengladbach,2018
Bundesliga,FC Schalke 04,TSG 1899 Hoffenheim,15,6,30,20/04/2019,20:30:00,2,5,Veltins-Arena,58.958,Christian Dingert,FC Schalke 04,2018
Bundesliga,SC Freiburg,Borussia Dortmund,13,2,30,21/04/2019,15:30:00,0,4,Dreisamstadion,24,Robert Hartmann,SC Freiburg,2018
Bundesliga,Hertha BSC,Hannover 96,11,18,30,21/04/2019,18:00:00,0,0,Olympiastadion Berlin,38.916,Sascha Stegemann,Hannover 96,2018
Bundesliga,VfL Wolfsburg,Eintracht Frankfurt,9,4,30,22/04/2019,20:30:00,1,1,Volkswagen Arena,26.102,Marco Fritz,VfL Wolfsburg,2018
Bundesliga,FC Augsburg,Bayer 04 Leverkusen,14,6,31,26/04/2019,20:30:00,1,4,WWK ARENA,26.404,Frank Willenborg,FC Augsburg,2018
Bundesliga,Borussia Dortmund,FC Schalke 04,2,15,31,27/04/2019,15:30:00,2,4,SIGNAL IDUNA PARK,80.196,Felix Zwayer,FC Schalke 04,2018
Bundesliga,RB Leipzig,SC Freiburg,3,13,31,27/04/2019,15:30:00,2,1,Red Bull Arena,40.826,Robert Schröder,SC Freiburg,2018
Bundesliga,Eintracht Frankfurt,Hertha BSC,4,11,31,27/04/2019,15:30:00,0,0,Commerzbank Arena,51.5,Sven Jablonski,Hertha BSC,2018
Bundesliga,Hannover 96,1.FSV Mainz 05,18,12,31,27/04/2019,15:30:00,1,0,Heinz-von-Heiden-Arena,30.4,Sören Storks,Hannover 96,2018
Bundesliga,Fortuna Düsseldorf,SV Werder Bremen,10,9,31,27/04/2019,15:30:00,4,1,MERKUR SPIEL-ARENA,52.5,Benjamin Cortus,Fortuna Düsseldorf,2018
Bundesliga,VfB Stuttgart,Borussia Mönchengladbach,16,5,31,27/04/2019,18:30:00,1,0,Mercedes-Benz Arena,56.73,Bastian Dankert,VfB Stuttgart,2018
Bundesliga,TSG 1899 Hoffenheim,VfL Wolfsburg,7,8,31,28/04/2019,15:30:00,1,4,PreZero Arena,27.725,Deniz Aytekin,VfL Wolfsburg,2018
Bundesliga,1.FC Nuremberg,Bayern Munich,17,1,31,28/04/2019,18:00:00,1,1,Max-Morlock-Stadion,50,Tobias Stieler,1.FC Nuremberg,2018
Bundesliga,1.FSV Mainz 05,RB Leipzig,12,3,32,03/05/2019,20:30:00,3,3,Mewa Arena,23.805,Bibiana Steinhaus-Webb,1.FSV Mainz 05,2018
Bundesliga,Bayern Munich,Hannover 96,1,18,32,04/05/2019,15:30:00,3,1,Allianz Arena,75,Christian Dingert,Hannover 96,2018
Bundesliga,Borussia Mönchengladbach,TSG 1899 Hoffenheim,6,8,32,04/05/2019,15:30:00,2,2,Stadion im Borussia-Park,51.807,Sascha Stegemann,TSG 1899 Hoffenheim,2018
Bundesliga,Hertha BSC,VfB Stuttgart,11,16,32,04/05/2019,15:30:00,3,1,Olympiastadion Berlin,48.668,Daniel Schlager,VfB Stuttgart,2018
Bundesliga,VfL Wolfsburg,1.FC Nuremberg,7,17,32,04/05/2019,15:30:00,2,0,Volkswagen Arena,22.512,Daniel Siebert,1.FC Nuremberg,2018
Bundesliga,SV Werder Bremen,Borussia Dortmund,9,2,32,04/05/2019,18:30:00,2,2,Wohninvest-Weserstadion,42.1,Marco Fritz,SV Werder Bremen,2018
Bundesliga,FC Schalke 04,FC Augsburg,15,14,32,05/05/2019,13:30:00,0,0,Veltins-Arena,59.841,Manuel Gräfe,FC Schalke 04,2018
Bundesliga,SC Freiburg,Fortuna Düsseldorf,13,10,32,05/05/2019,15:30:00,1,1,Dreisamstadion,24,Tobias Welz,SC Freiburg,2018
Bundesliga,Bayer 04 Leverkusen,Eintracht Frankfurt,5,4,32,05/05/2019,18:00:00,6,1,BayArena,30.21,Robert Hartmann,Bayer 04 Leverkusen,2018
Bundesliga,TSG 1899 Hoffenheim,SV Werder Bremen,8,9,33,11/05/2019,15:30:00,0,1,PreZero Arena,30.15,Bastian Dankert,SV Werder Bremen,2018
Bundesliga,Borussia Dortmund,Fortuna Düsseldorf,2,11,33,11/05/2019,15:30:00,3,2,SIGNAL IDUNA PARK,81.365,Tobias Stieler,Fortuna Düsseldorf,2018
Bundesliga,Bayer 04 Leverkusen,FC Schalke 04,5,15,33,11/05/2019,15:30:00,1,1,BayArena,30.21,Deniz Aytekin,FC Schalke 04,2018
Bundesliga,RB Leipzig,Bayern Munich,3,1,33,11/05/2019,15:30:00,0,0,Red Bull Arena,41.939,Manuel Gräfe,RB Leipzig,2018
Bundesliga,VfB Stuttgart,VfL Wolfsburg,16,7,33,11/05/2019,15:30:00,3,0,Mercedes-Benz Arena,54.068,Dr. Felix Brych,VfB Stuttgart,2018
Bundesliga,FC Augsburg,Hertha BSC,14,10,33,11/05/2019,15:30:00,3,4,WWK ARENA,29.307,Guido Winkmann,FC Augsburg,2018
Bundesliga,Hannover 96,SC Freiburg,17,13,33,11/05/2019,15:30:00,3,0,Heinz-von-Heiden-Arena,38.1,Robert Hartmann,Hannover 96,2018
Bundesliga,1.FC Nuremberg,Borussia Mönchengladbach,18,4,33,11/05/2019,15:30:00,0,4,Max-Morlock-Stadion,50,Frank Willenborg,1.FC Nuremberg,2018
Bundesliga,Eintracht Frankfurt,1.FSV Mainz 05,6,12,33,12/05/2019,18:00:00,0,2,Commerzbank Arena,51.5,Harm Osmers,1.FSV Mainz 05,2018
Bundesliga,Bayern Munich,Eintracht Frankfurt,1,7,34,18/05/2019,15:30:00,5,1,Allianz Arena,75,Sascha Stegemann,Eintracht Frankfurt,2018
Bundesliga,FC Schalke 04,VfB Stuttgart,14,16,34,18/05/2019,15:30:00,0,0,Veltins-Arena,61.676,Robert Schröder,VfB Stuttgart,2018
Bundesliga,Borussia Mönchengladbach,Borussia Dortmund,5,2,34,18/05/2019,15:30:00,0,2,Stadion im Borussia-Park,54.022,Manuel Gräfe,Borussia Mönchengladbach,2018
Bundesliga,Hertha BSC,Bayer 04 Leverkusen,11,4,34,18/05/2019,15:30:00,1,5,Olympiastadion Berlin,59.287,Marco Fritz,Hertha BSC,2018
Bundesliga,SV Werder Bremen,RB Leipzig,8,3,34,18/05/2019,15:30:00,2,1,Wohninvest-Weserstadion,42.1,Dr. Felix Brych,SV Werder Bremen,2018
Bundesliga,SC Freiburg,1.FC Nuremberg,13,18,34,18/05/2019,15:30:00,5,1,Dreisamstadion,24,Markus Schmidt,1.FC Nuremberg,2018
Bundesliga,1.FSV Mainz 05,TSG 1899 Hoffenheim,12,9,34,18/05/2019,15:30:00,4,2,Mewa Arena,28.305,Deniz Aytekin,1.FSV Mainz 05,2018
Bundesliga,VfL Wolfsburg,FC Augsburg,6,15,34,18/05/2019,15:30:00,8,1,Volkswagen Arena,24.486,Felix Zwayer,FC Augsburg,2018
Bundesliga,Fortuna Düsseldorf,Hannover 96,10,17,34,18/05/2019,15:30:00,2,1,MERKUR SPIEL-ARENA,50,Benjamin Cortus,Hannover 96,2018
Bundesliga,Bayern Munich,Hertha BSC,8,9,1,16/08/2019,20:30:00,2,2,Allianz Arena,75,Harm Osmers,Hertha BSC,2019
Bundesliga,Borussia Dortmund,FC Augsburg,1,17,1,17/08/2019,15:30:00,5,1,SIGNAL IDUNA PARK,81.365,Frank Willenborg,FC Augsburg,2019
Bundesliga,Bayer 04 Leverkusen,SC Paderborn 07,5,12,1,17/08/2019,15:30:00,3,2,BayArena,26.208,Tobias Stieler,SC Paderborn 07,2019
Bundesliga,VfL Wolfsburg,1. FC Köln,6,13,1,17/08/2019,15:30:00,2,1,Volkswagen Arena,25.099,Sven Jablonski,1. FC Köln,2019
Bundesliga,SV Werder Bremen,Fortuna Düsseldorf,15,4,1,17/08/2019,15:30:00,1,3,Wohninvest-Weserstadion,42.1,Felix Zwayer,SV Werder Bremen,2019
Bundesliga,SC Freiburg,1.FSV Mainz 05,3,16,1,17/08/2019,15:30:00,3,0,Dreisamstadion,24,Robert Hartmann,1.FSV Mainz 05,2019
Bundesliga,Borussia Mönchengladbach,FC Schalke 04,10,11,1,17/08/2019,18:30:00,0,0,Stadion im Borussia-Park,54.022,Dr. Felix Brych,FC Schalke 04,2019
Bundesliga,Eintracht Frankfurt,TSG 1899 Hoffenheim,7,14,1,18/08/2019,15:30:00,1,0,Commerzbank Arena,50.2,Daniel Siebert,TSG 1899 Hoffenheim,2019
Bundesliga,1.FC Union Berlin,RB Leipzig,18,2,1,18/08/2019,18:00:00,0,4,Stadion An der Alten Försterei,22.012,Markus Schmidt,1.FC Union Berlin,2019
Bundesliga,1. FC Köln,Borussia Dortmund,17,1,2,23/08/2019,20:30:00,1,3,RheinEnergieSTADION,50,Christian Dingert,1. FC Köln,2019
Bundesliga,TSG 1899 Hoffenheim,SV Werder Bremen,9,15,2,24/08/2019,15:30:00,3,2,PreZero Arena,27.333,Sascha Stegemann,SV Werder Bremen,2019
Bundesliga,Fortuna Düsseldorf,Bayer 04 Leverkusen,8,5,2,24/08/2019,15:30:00,1,3,MERKUR SPIEL-ARENA,44.538,Patrick Ittrich,Fortuna Düsseldorf,2019
Bundesliga,1.FSV Mainz 05,Borussia Mönchengladbach,18,7,2,24/08/2019,15:30:00,1,3,Mewa Arena,28.005,Martin Petersen,1.FSV Mainz 05,2019
Bundesliga,FC Augsburg,1.FC Union Berlin,13,14,2,24/08/2019,15:30:00,1,1,WWK ARENA,27.704,Robert Schröder,1.FC Union Berlin,2019
Bundesliga,SC Paderborn 07,SC Freiburg,16,3,2,24/08/2019,15:30:00,1,3,Home Deluxe Arena,14.322,Tobias Welz,SC Paderborn 07,2019
Bundesliga,FC Schalke 04,Bayern Munich,12,6,2,24/08/2019,18:30:00,0,3,Veltins-Arena,62.271,Marco Fritz,FC Schalke 04,2019
Bundesliga,RB Leipzig,Eintracht Frankfurt,2,10,2,25/08/2019,15:30:00,2,1,Red Bull Arena,40.108,Benjamin Cortus,Eintracht Frankfurt,2019
Bundesliga,Hertha BSC,VfL Wolfsburg,11,4,2,25/08/2019,18:00:00,0,3,Olympiastadion Berlin,42.738,Guido Winkmann,Hertha BSC,2019
Bundesliga,Borussia Mönchengladbach,RB Leipzig,8,1,3,30/08/2019,20:30:00,1,3,Stadion im Borussia-Park,47.227,Sven Jablonski,Borussia Mönchengladbach,2019
Bundesliga,Bayern Munich,1.FSV Mainz 05,2,18,3,31/08/2019,15:30:00,6,1,Allianz Arena,75,Markus Schmidt,1.FSV Mainz 05,2019
Bundesliga,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,4,9,3,31/08/2019,15:30:00,0,0,BayArena,26.506,Felix Zwayer,TSG 1899 Hoffenheim,2019
Bundesliga,VfL Wolfsburg,SC Paderborn 07,3,15,3,31/08/2019,15:30:00,1,1,Volkswagen Arena,23.75,Daniel Schlager,SC Paderborn 07,2019
Bundesliga,SC Freiburg,1. FC Köln,6,14,3,31/08/2019,15:30:00,1,2,Dreisamstadion,24,Dr. Robert Kampka,1. FC Köln,2019
Bundesliga,FC Schalke 04,Hertha BSC,10,17,3,31/08/2019,15:30:00,3,0,Veltins-Arena,58.875,Tobias Stieler,Hertha BSC,2019
Bundesliga,1.FC Union Berlin,Borussia Dortmund,11,5,3,31/08/2019,18:30:00,3,1,Stadion An der Alten Försterei,22.012,Dr. Felix Brych,1.FC Union Berlin,2019
Bundesliga,SV Werder Bremen,FC Augsburg,13,16,3,01/09/2019,15:30:00,3,2,Wohninvest-Weserstadion,40.041,Sören Storks,FC Augsburg,2019
Bundesliga,Eintracht Frankfurt,Fortuna Düsseldorf,7,12,3,01/09/2019,18:00:00,2,1,Commerzbank Arena,49.8,Frank Willenborg,Fortuna Düsseldorf,2019
Bundesliga,Fortuna Düsseldorf,VfL Wolfsburg,11,5,4,13/09/2019,20:30:00,1,1,MERKUR SPIEL-ARENA,36.758,Manuel Gräfe,Fortuna Düsseldorf,2019
Bundesliga,Borussia Dortmund,Bayer 04 Leverkusen,2,8,4,14/09/2019,15:30:00,4,0,SIGNAL IDUNA PARK,81.365,Daniel Siebert,Bayer 04 Leverkusen,2019
Bundesliga,1.FSV Mainz 05,Hertha BSC,16,18,4,14/09/2019,15:30:00,2,1,Mewa Arena,22.798,Marco Fritz,Hertha BSC,2019
Bundesliga,FC Augsburg,Eintracht Frankfurt,14,9,4,14/09/2019,15:30:00,2,1,WWK ARENA,28.513,Harm Osmers,FC Augsburg,2019
Bundesliga,1. FC Köln,Borussia Mönchengladbach,15,7,4,14/09/2019,15:30:00,0,1,RheinEnergieSTADION,50,Deniz Aytekin,1. FC Köln,2019
Bundesliga,1.FC Union Berlin,SV Werder Bremen,12,10,4,14/09/2019,15:30:00,1,2,Stadion An der Alten Försterei,22.012,Tobias Welz,1.FC Union Berlin,2019
Bundesliga,RB Leipzig,Bayern Munich,1,4,4,14/09/2019,18:30:00,1,1,Red Bull Arena,41.939,Sascha Stegemann,Bayern Munich,2019
Bundesliga,TSG 1899 Hoffenheim,SC Freiburg,13,3,4,15/09/2019,15:30:00,0,3,PreZero Arena,29.395,Guido Winkmann,TSG 1899 Hoffenheim,2019
Bundesliga,SC Paderborn 07,FC Schalke 04,17,6,4,15/09/2019,18:00:00,1,5,Home Deluxe Arena,15,Robert Schröder,SC Paderborn 07,2019
Bundesliga,FC Schalke 04,1.FSV Mainz 05,5,17,5,20/09/2019,20:30:00,2,1,Veltins-Arena,58.687,Daniel Schlager,1.FSV Mainz 05,2019
Bundesliga,Bayern Munich,1. FC Köln,2,16,5,21/09/2019,15:30:00,4,0,Allianz Arena,75,Patrick Ittrich,1. FC Köln,2019
Bundesliga,Bayer 04 Leverkusen,1.FC Union Berlin,7,14,5,21/09/2019,15:30:00,2,0,BayArena,27.43,Robert Hartmann,1.FC Union Berlin,2019
Bundesliga,Hertha BSC,SC Paderborn 07,15,18,5,21/09/2019,15:30:00,2,1,Olympiastadion Berlin,43.588,Frank Willenborg,SC Paderborn 07,2019
Bundesliga,SC Freiburg,FC Augsburg,4,12,5,21/09/2019,15:30:00,1,1,Dreisamstadion,23.8,Bastian Dankert,FC Augsburg,2019
Bundesliga,SV Werder Bremen,RB Leipzig,10,1,5,21/09/2019,18:30:00,0,3,Wohninvest-Weserstadion,40.55,Tobias Stieler,SV Werder Bremen,2019
Bundesliga,Borussia Mönchengladbach,Fortuna Düsseldorf,6,13,5,22/09/2019,15:30:00,2,1,Stadion im Borussia-Park,52.413,Christian Dingert,Fortuna Düsseldorf,2019
Bundesliga,Eintracht Frankfurt,Borussia Dortmund,9,3,5,22/09/2019,18:00:00,2,2,Commerzbank Arena,51.5,Markus Schmidt,Eintracht Frankfurt,2019
Bundesliga,VfL Wolfsburg,TSG 1899 Hoffenheim,8,11,5,23/09/2019,20:30:00,1,1,Volkswagen Arena,21.12,Benjamin Cortus,TSG 1899 Hoffenheim,2019
Bundesliga,1.FC Union Berlin,Eintracht Frankfurt,15,9,6,27/09/2019,20:30:00,1,2,Stadion An der Alten Försterei,22.012,Sascha Stegemann,1.FC Union Berlin,2019
Bundesliga,RB Leipzig,FC Schalke 04,2,4,6,28/09/2019,15:30:00,1,3,Red Bull Arena,42.146,Manuel Gräfe,FC Schalke 04,2019
Bundesliga,TSG 1899 Hoffenheim,Borussia Mönchengladbach,12,5,6,28/09/2019,15:30:00,0,3,PreZero Arena,29.03,Harm Osmers,TSG 1899 Hoffenheim,2019
Bundesliga,1.FSV Mainz 05,VfL Wolfsburg,16,7,6,28/09/2019,15:30:00,0,1,Mewa Arena,24.303,Dr. Felix Brych,1.FSV Mainz 05,2019
Bundesliga,FC Augsburg,Bayer 04 Leverkusen,13,6,6,28/09/2019,15:30:00,0,3,WWK ARENA,27.113,Dr. Robert Kampka,FC Augsburg,2019
Bundesliga,SC Paderborn 07,Bayern Munich,18,1,6,28/09/2019,15:30:00,2,3,Home Deluxe Arena,15,Felix Zwayer,SC Paderborn 07,2019
Bundesliga,Borussia Dortmund,SV Werder Bremen,8,11,6,28/09/2019,18:30:00,2,2,SIGNAL IDUNA PARK,81.365,Deniz Aytekin,SV Werder Bremen,2019
Bundesliga,Fortuna Düsseldorf,SC Freiburg,14,3,6,29/09/2019,15:30:00,1,2,MERKUR SPIEL-ARENA,39.244,Daniel Siebert,Fortuna Düsseldorf,2019
Bundesliga,1. FC Köln,Hertha BSC,17,10,6,29/09/2019,18:00:00,0,4,RheinEnergieSTADION,49.7,Sören Storks,1. FC Köln,2019
Bundesliga,Hertha BSC,Fortuna Düsseldorf,10,15,7,04/10/2019,20:30:00,3,1,Olympiastadion Berlin,37.128,Martin Petersen,Fortuna Düsseldorf,2019
Bundesliga,Bayern Munich,TSG 1899 Hoffenheim,3,12,7,05/10/2019,15:30:00,1,2,Allianz Arena,75,Tobias Stieler,TSG 1899 Hoffenheim,2019
Bundesliga,Bayer 04 Leverkusen,RB Leipzig,7,4,7,05/10/2019,15:30:00,1,1,BayArena,26.355,Marco Fritz,Bayer 04 Leverkusen,2019
Bundesliga,SC Freiburg,Borussia Dortmund,5,8,7,05/10/2019,15:30:00,2,2,Dreisamstadion,24,Sven Jablonski,Borussia Dortmund,2019
Bundesliga,SC Paderborn 07,1.FSV Mainz 05,18,13,7,05/10/2019,15:30:00,1,2,Home Deluxe Arena,14.217,Patrick Ittrich,SC Paderborn 07,2019
Bundesliga,FC Schalke 04,1. FC Köln,6,17,7,05/10/2019,18:30:00,1,1,Veltins-Arena,61.883,Tobias Welz,1. FC Köln,2019
Bundesliga,Borussia Mönchengladbach,FC Augsburg,1,14,7,06/10/2019,13:30:00,5,1,Stadion im Borussia-Park,50.352,Robert Schröder,FC Augsburg,2019
Bundesliga,VfL Wolfsburg,1.FC Union Berlin,2,16,7,06/10/2019,15:30:00,1,0,Volkswagen Arena,27.012,Bastian Dankert,1.FC Union Berlin,2019
Bundesliga,Eintracht Frankfurt,SV Werder Bremen,9,11,7,06/10/2019,18:00:00,2,2,Commerzbank Arena,51.5,Guido Winkmann,SV Werder Bremen,2019
Bundesliga,Eintracht Frankfurt,Bayer 04 Leverkusen,8,9,8,18/10/2019,20:30:00,3,0,Commerzbank Arena,50.8,Christian Dingert,Bayer 04 Leverkusen,2019
Bundesliga,RB Leipzig,VfL Wolfsburg,5,2,8,19/10/2019,15:30:00,1,1,Red Bull Arena,39.182,Deniz Aytekin,RB Leipzig,2019
